date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:45	8480/8480	---M-Z	200	added ('OK')	text/css	etag:%222120-5746557ffd51a-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/css/apps-reset.min.css?ver=4.9.8	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/css/apps-reset.min5010.css	(from http://supriyamakude.com/)
17:32:46	1448/1448	---M-Z	200	added ('OK')	text/css	etag:%225a8-574655800433c-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/css/widget.min.css?ver=4.9.8	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/css/widget.min5010.css	(from http://supriyamakude.com/)
17:32:47	577/577	---M-Z	200	added ('OK')	text/css	etag:%22241-5716d97321aae-gzip%22	http://supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/css/gem.min.css?ver=1.2.0	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/css/gem.min7359.css	(from http://supriyamakude.com/)
17:32:48	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400-gzip%22	http://supriyamakude.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://supriyamakude.com/)
17:32:48	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-5337eac0d4540-gzip%22	http://supriyamakude.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://supriyamakude.com/)
17:32:50	2984/2984	---M-Z	200	added ('OK')	application/javascript	etag:%22ba8-57465580449e1-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/wow.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/wow.min68b3.js	(from http://supriyamakude.com/)
17:32:51	836/836	---M-Z	200	added ('OK')	text/xml	date:Sat,%2001%20Dec%202018%2012:02:51%20GMT	http://supriyamakude.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/xmlrpc0db0.php	(from http://supriyamakude.com/)
17:32:52	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://supriyamakude.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-includes/wlwmanifest.xml	(from http://supriyamakude.com/)
17:32:53	54103/54103	---M--	200	added ('OK')	application/json	date:Sat,%2001%20Dec%202018%2012:02:51%20GMT	http://supriyamakude.com/wp-json/	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-json/index.html	(from http://supriyamakude.com/)
17:32:54	2305/2305	---M-Z	200	added ('OK')	text/xml	date:Sat,%2001%20Dec%202018%2012:02:54%20GMT	http://supriyamakude.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsupriyamakude.com%2F&format=xml	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-json/oembed/1.0/embedfdd4	(from http://supriyamakude.com/)
17:32:55	2206/2206	---M--	200	added ('OK')	application/json	date:Sat,%2001%20Dec%202018%2012:02:53%20GMT	http://supriyamakude.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsupriyamakude.com%2F	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-json/oembed/1.0/embed87e3.json	(from http://supriyamakude.com/)
17:32:57	2091/2091	---M--	200	added ('OK')	image/png	etag:%2282b-57465580a68e8%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/sticky-logo.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/sticky-logo.png	(from http://supriyamakude.com/)
17:32:59	55110/55110	---M--	200	added ('OK')	image/jpeg	etag:%22d746-574655809ff3f%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/experience-bg.jpg	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/experience-bg.jpg	(from http://supriyamakude.com/)
17:33:00	14585/14585	---M-Z	200	added ('OK')	application/javascript	etag:%2238f9-574655ff734b0-gzip%22	http://supriyamakude.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.3	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/plugins/contact-form-7/includes/js/scriptsaead.js	(from http://supriyamakude.com/)
17:33:01	1243/1243	---M-Z	200	added ('OK')	application/javascript	etag:%224db-5746558017524-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.wait.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.wait.min68b3.js	(from http://supriyamakude.com/)
17:33:02	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Dec%202018%2012:03:02%20GMT	http://supriyamakude.com/?p=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/indexcff1.html	(from http://supriyamakude.com/)
17:33:03	1871/1871	---M-Z	200	added ('OK')	application/javascript	etag:%2274f-5746558046cae-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.scrollUp.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.scrollUp.min68b3.js	(from http://supriyamakude.com/)
17:33:04	3601/3601	---M-Z	200	added ('OK')	application/javascript	etag:%22e11-5746558034c26-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.easing.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.easing.min68b3.js	(from http://supriyamakude.com/)
17:33:05	79938/79938	---M--	200	added ('OK')	image/jpeg	etag:%2213842-574655807f4bd%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/about-bg.jpg	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/about-bg.jpg	(from http://supriyamakude.com/)
17:33:05	27748/27748	---M-Z	200	added ('OK')	application/javascript	etag:%221519106282%22	http://netdna.bootstrapcdn.com/bootstrap/3.0.2/js/bootstrap.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/netdna.bootstrapcdn.com/bootstrap/3.0.2/js/bootstrap.min68b3.js	(from http://supriyamakude.com/)
17:33:06	8140/8140	---M-Z	200	added ('OK')	application/javascript	etag:%221fcc-574655804ae02-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.superslides.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.superslides.min68b3.js	(from http://supriyamakude.com/)
17:33:08	3537/3537	---M-Z	200	added ('OK')	application/javascript	etag:%22dd1-57465580183e8-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.easypiechart.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.easypiechart.min68b3.js	(from http://supriyamakude.com/)
17:33:08	2752/2752	---M-Z	200	added ('OK')	application/javascript	etag:%22ac0-574655803fa65-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.nav.min.js?ver=2	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.nav.min77ae.js	(from http://supriyamakude.com/)
17:33:09	2008/2008	---M-Z	200	added ('OK')	application/javascript	etag:%227d8-5746558019217-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.scrollTo.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.scrollTo.min68b3.js	(from http://supriyamakude.com/)
17:33:11	24192/24192	---M-Z	200	added ('OK')	application/javascript	etag:%225e80-5746558045938-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/owl.carousel.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/owl.carousel.min68b3.js	(from http://supriyamakude.com/)
17:33:11	7854/7854	---M-Z	200	added ('OK')	application/javascript	etag:%221eae-574655802d433-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/waypoints.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/waypoints.min68b3.js	(from http://supriyamakude.com/)
17:33:11	807/807	---M-Z	200	added ('OK')	application/javascript	etag:%22327-574655802dac2-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/waypoints-sticky.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/waypoints-sticky.min68b3.js	(from http://supriyamakude.com/)
17:33:12	535/535	---M-Z	200	added ('OK')	application/javascript	etag:%22217-5746558038475-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.fittext.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.fittext.min68b3.js	(from http://supriyamakude.com/)
17:33:14	977/977	---M-Z	200	added ('OK')	application/javascript	etag:%223d1-57465580390dd-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.appear.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.appear.min68b3.js	(from http://supriyamakude.com/)
17:33:16	16456/16456	---M-Z	200	added ('OK')	application/javascript	etag:%224048-574655803cde4-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.isotope.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.isotope.min68b3.js	(from http://supriyamakude.com/)
17:33:16	3154/3154	---M-Z	200	added ('OK')	application/javascript	etag:%22c52-574655801d971-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.smooth-scroll.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.smooth-scroll.min68b3.js	(from http://supriyamakude.com/)
17:33:17	14084/14084	---M-Z	200	added ('OK')	application/javascript	etag:%223704-5746558041911-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.megafolio.plugins.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.megafolio.plugins.min68b3.js	(from http://supriyamakude.com/)
17:33:18	19591/19591	---M-Z	200	added ('OK')	application/javascript	etag:%224c87-574655802ea8b-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.themepunch.megafoliopro.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.themepunch.megafoliopro.min68b3.js	(from http://supriyamakude.com/)
17:33:19	22208/22208	---M-Z	200	added ('OK')	application/javascript	etag:%2256c0-574655801cc03-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.magnific-popup.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.magnific-popup.min68b3.js	(from http://supriyamakude.com/)
17:33:20	13655/13655	---M-Z	200	added ('OK')	application/javascript	etag:%223557-574655803240e-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/prettify.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/prettify.min68b3.js	(from http://supriyamakude.com/)
17:33:21	37778/37778	---M-Z	200	added ('OK')	application/javascript	etag:%229392-5746558017c5f-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery-ui-1.10.4.custom.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery-ui-1.10.4.custom.min68b3.js	(from http://supriyamakude.com/)
17:33:22	1173/1173	---M-Z	200	added ('OK')	application/javascript	etag:%22495-574655803aa51-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/hoverIntent.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/hoverIntent.min68b3.js	(from http://supriyamakude.com/)
17:33:23	4092/4092	---M-Z	200	added ('OK')	application/javascript	etag:%22ffc-5746558033236-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/superfish.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/superfish.min68b3.js	(from http://supriyamakude.com/)
17:33:23	241808/241808	---M--	200	added ('OK')	image/png	etag:%223b090-574656ddeaf2b%22	http://supriyamakude.com/wp-content/uploads/2018/08/Screen-Shot-2018-08-27-at-12.32.25-PM.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/uploads/2018/08/Screen-Shot-2018-08-27-at-12.32.25-PM.png	(from http://supriyamakude.com/)
17:33:23	1133/1133	---M-Z	200	added ('OK')	application/javascript	etag:%2246d-574655804b408-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jflickrfeed.min.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jflickrfeed.min68b3.js	(from http://supriyamakude.com/)
17:33:26	13585/13585	---M-Z	200	added ('OK')	application/javascript	etag:%223511-574655803c0c6-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/scripts.js?ver=8	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/scripts5055.js	(from http://supriyamakude.com/)
17:33:26	134105/134105	---M-Z	200	added ('OK')	application/javascript	etag:%2220bd9-57465580354ad-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/jquery.nicescroll.js?ver=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/jquery.nicescroll68b3.js	(from http://supriyamakude.com/)
17:33:27	449/449	---M-Z	200	added ('OK')	application/javascript	etag:%221c1-57465580475a2-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/navigation.min.js?ver=20120206	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/navigation.min11a8.js	(from http://supriyamakude.com/)
17:33:28	507/507	---M-Z	200	added ('OK')	application/javascript	etag:%221fb-574655803f48f-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/skip-link-focus-fix.min.js?ver=20130115	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/skip-link-focus-fix.min08e0.js	(from http://supriyamakude.com/)
17:33:30	2160/2160	---M-Z	200	added ('OK')	application/javascript	etag:%22870-5716d97333730-gzip%22	http://supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/js/gem.min.js?ver=1.2.0	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/js/gem.min7359.js	(from http://supriyamakude.com/)
17:33:31	1398/1398	---M-Z	200	added ('OK')	application/javascript	etag:%22576-541f8014be840-gzip%22	http://supriyamakude.com/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-includes/js/wp-embed.min5010.js	(from http://supriyamakude.com/)
17:33:31	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-574655ff450ee%22	http://supriyamakude.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://supriyamakude.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.3)
17:33:33	1954/1954	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Dec%202018%2012:03:33%20GMT	http://supriyamakude.com/wp-content/themes/resumiwp/css/grabbing.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/css/grabbing.40.delayed	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/owl.carousel.min.css?ver=4.9.8)
17:33:34	1517/1517	---M--	200	added ('OK')	image/gif	etag:%225ed-5746558088158%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/AjaxLoader.gif	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/AjaxLoader.gif	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/owl.theme.min.css?ver=4.9.8)
17:33:35	423/423	---M--	200	added ('OK')	image/png	etag:%221a7-57465580c80c3%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/link_clean.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/link_clean.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:35	413/413	---M--	200	added ('OK')	image/png	etag:%2219d-57465580b7877%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/zoom_clean.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/zoom_clean.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:36	129/129	---M--	200	added ('OK')	image/png	etag:%2281-5746558093e9f%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/socialbar-bg.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/socialbar-bg.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:37	612/612	---M--	200	added ('OK')	image/png	etag:%22264-574655809d27e%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/icons/facebook.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/icons/facebook.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:37	865/865	---M--	200	added ('OK')	image/png	etag:%22361-574655809ea9c%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/icons/comments.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/icons/comments.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:38	651/651	---M--	200	added ('OK')	image/png	etag:%2228b-574655809d849%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/icons/twitter.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/icons/twitter.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:39	573/573	---M--	200	added ('OK')	image/png	etag:%2223d-574655809e4b5%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/icons/more.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/icons/more.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:40	598/598	---M--	200	added ('OK')	image/png	etag:%22256-574655809de5b%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/icons/like.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/icons/like.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:41	16323/16323	---M--	200	added ('OK')	image/png	etag:%223fc3-574655806324c%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/grain.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/grain.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:41	1293/1293	---M--	200	added ('OK')	image/png	etag:%2250d-57465580d0c4f%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/link.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/link.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:42	601884/601884	---M--	200	added ('OK')	image/jpeg	etag:%2292f1c-5716d9755ca22%22	http://supriyamakude.com/wp-content/uploads/2017/04/gallery-6.jpg	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/uploads/2017/04/gallery-6.jpg	(from http://supriyamakude.com/)
